wavelength,alpha_0,alpha_0_uncertainty,alpha_1,alpha_1_uncertainty,alpha_2,alpha_2_uncertainty,alpha(m=0),alpha(m=0)_uncertainty,alpha(m=1),alpha(m=1)_uncertainty
638.2886,11.27,4.84,331.88,4.3,-146.77,1.35,304.82,5.02,-135.51,5.28
638.7886,7.99,4.84,336.08,4.32,-148.12,1.35,304.22,5.01,-140.13,5.3
639.2886,4.65,4.85,340.36,4.34,-149.49,1.36,303.63,5.01,-144.84,5.32
639.7886,1.26,4.85,344.73,4.37,-150.89,1.37,303.04,5,-149.63,5.33
640.2886,-2.19,4.86,349.19,4.39,-152.32,1.38,302.45,5,-154.51,5.35
640.7886,-5.7,4.87,353.74,4.41,-153.79,1.38,301.88,4.99,-159.48,5.37
641.2886,-9.26,4.88,358.39,4.44,-155.28,1.39,301.3,4.99,-164.55,5.39
641.7886,-12.9,4.88,363.14,4.46,-156.81,1.4,300.73,4.98,-169.71,5.41
642.2886,-16.6,4.89,367.99,4.49,-158.38,1.41,300.16,4.97,-174.98,5.43
642.7886,-20.36,4.9,372.95,4.52,-159.98,1.42,299.6,4.97,-180.35,5.45
643.2886,-24.2,4.91,378.02,4.54,-161.62,1.43,299.04,4.96,-185.82,5.48
643.7886,-28.11,4.92,383.2,4.57,-163.3,1.44,298.49,4.96,-191.41,5.5
644.2886,-32.1,4.93,388.51,4.6,-165.02,1.45,297.94,4.95,-197.11,5.52
644.7886,-36.16,4.94,393.93,4.63,-166.78,1.46,297.39,4.95,-202.94,5.55
645.2886,-40.31,4.95,399.48,4.66,-168.58,1.47,296.85,4.94,-208.89,5.57
645.7886,-44.54,4.96,405.16,4.7,-170.42,1.48,296.31,4.94,-214.96,5.6
646.2886,-48.86,4.98,410.98,4.73,-172.32,1.49,295.78,4.93,-221.17,5.63
646.7886,-53.27,4.99,416.93,4.77,-174.26,1.51,295.25,4.93,-227.52,5.66
647.2886,-57.77,5,423.04,4.8,-176.24,1.52,294.72,4.92,-234.01,5.69
647.7886,-62.37,5.02,429.29,4.84,-178.28,1.53,294.19,4.92,-240.65,5.72
648.2886,-67.07,5.03,435.7,4.88,-180.37,1.55,293.68,4.91,-247.45,5.75
648.7886,-71.88,5.05,442.28,4.92,-182.52,1.56,293.16,4.91,-254.41,5.78
649.2886,-76.8,5.06,449.02,4.96,-184.73,1.57,292.65,4.9,-261.53,5.82
649.7886,-81.84,5.08,455.94,5.01,-186.99,1.59,292.14,4.9,-268.82,5.85
650.2886,-86.99,5.1,463.04,5.05,-189.31,1.6,291.63,4.89,-276.3,5.89
650.7886,-92.27,5.11,470.34,5.1,-191.7,1.62,291.13,4.89,-283.97,5.93
651.2886,-97.67,5.13,477.83,5.15,-194.16,1.64,290.64,4.88,-291.83,5.97
651.7886,-103.21,5.15,485.53,5.2,-196.68,1.65,290.14,4.88,-299.89,6.01
652.2886,-108.9,5.17,493.44,5.25,-199.28,1.67,289.65,4.87,-308.17,6.05
652.7886,-114.72,5.2,501.58,5.31,-201.95,1.69,289.17,4.87,-316.67,6.1
653.2886,-120.71,5.22,509.95,5.36,-204.7,1.71,288.69,4.86,-325.4,6.15
653.7886,-126.85,5.24,518.57,5.42,-207.53,1.73,288.21,4.86,-334.38,6.19
654.2886,-133.16,5.27,527.44,5.48,-210.44,1.75,287.73,4.85,-343.6,6.25
654.7886,-139.64,5.29,536.58,5.54,-213.45,1.77,287.26,4.85,-353.09,6.3
655.2886,-146.31,5.32,545.99,5.61,-216.55,1.79,286.79,4.84,-362.86,6.35
655.7886,-153.17,5.35,555.7,5.67,-219.75,1.81,286.33,4.84,-372.91,6.41
656.2886,-160.22,5.38,565.72,5.74,-223.05,1.84,285.87,4.83,-383.27,6.47
656.7886,-167.49,5.41,576.05,5.82,-226.46,1.86,285.42,4.83,-393.95,6.53
657.2886,-174.99,5.44,586.73,5.89,-229.97,1.88,284.96,4.82,-404.96,6.59
657.7886,-182.71,5.48,597.75,5.97,-233.61,1.91,284.52,4.82,-416.32,6.66
658.2886,-190.68,5.52,609.15,6.05,-237.37,1.94,284.07,4.81,-428.05,6.73
658.7886,-198.9,5.55,620.93,6.13,-241.27,1.97,283.63,4.81,-440.16,6.8
659.2886,-207.39,5.59,633.13,6.22,-245.29,2,283.19,4.81,-452.69,6.88
659.7886,-216.17,5.64,645.76,6.31,-249.47,2.03,282.76,4.8,-465.64,6.96
660.2886,-225.25,5.68,658.84,6.41,-253.79,2.06,282.33,4.8,-479.04,7.04
660.7886,-234.65,5.73,672.4,6.51,-258.28,2.09,281.91,4.79,-492.92,7.13
661.2886,-244.38,5.78,686.48,6.61,-262.93,2.13,281.49,4.79,-507.31,7.22
661.7886,-254.46,5.83,701.08,6.72,-267.77,2.16,281.07,4.78,-522.23,7.32
662.2886,-264.92,5.88,716.26,6.83,-272.79,2.2,280.66,4.78,-537.71,7.42
662.7886,-275.78,5.94,732.04,6.95,-278.02,2.24,280.25,4.77,-553.79,7.52
663.2886,-287.05,6,748.45,7.07,-283.45,2.28,279.85,4.77,-570.51,7.63
663.7886,-298.78,6.07,765.54,7.2,-289.12,2.32,279.45,4.77,-587.9,7.75
664.2886,-310.98,6.13,783.36,7.33,-295.02,2.37,279.06,4.76,-606,7.87
664.7886,-323.69,6.2,801.94,7.47,-301.18,2.41,278.67,4.76,-624.87,7.99
665.2886,-336.94,6.28,821.33,7.62,-307.61,2.46,278.29,4.75,-644.55,8.13
665.7886,-350.76,6.36,841.6,7.77,-314.34,2.51,277.91,4.75,-665.1,8.27
666.2886,-365.21,6.44,862.8,7.93,-321.37,2.57,277.54,4.74,-686.58,8.41
666.7886,-380.31,6.53,885.01,8.1,-328.74,2.62,277.17,4.74,-709.05,8.57
667.2886,-396.13,6.63,908.28,8.28,-336.47,2.68,276.81,4.74,-732.59,8.73
667.7886,-412.7,6.73,932.7,8.47,-344.58,2.75,276.45,4.73,-757.28,8.91
668.2886,-430.1,6.84,958.36,8.67,-353.1,2.81,276.1,4.73,-783.19,9.09
668.7886,-448.37,6.95,985.36,8.88,-362.07,2.88,275.76,4.72,-810.44,9.29
669.2886,-467.61,7.07,1013.79,9.1,-371.51,2.96,275.42,4.72,-839.12,9.49
669.7886,-487.87,7.2,1043.79,9.33,-381.48,3.03,275.09,4.72,-869.36,9.71
670.2886,-509.26,7.34,1075.48,9.58,-392.02,3.12,274.77,4.71,-901.28,9.94
670.7886,-531.87,7.49,1109,9.84,-403.16,3.2,274.46,4.71,-935.03,10.19
671.2886,-555.8,7.65,1144.54,10.12,-414.98,3.3,274.15,4.7,-970.78,10.45
671.7886,-581.19,7.82,1182.26,10.42,-427.52,3.4,273.85,4.7,-1008.71,10.73
672.2886,-608.16,8,1222.37,10.74,-440.86,3.5,273.56,4.7,-1049.03,11.03
672.7886,-636.88,8.2,1265.12,11.07,-455.08,3.61,273.28,4.69,-1091.97,11.36
673.2886,-667.53,8.41,1310.78,11.44,-470.27,3.73,273.02,4.69,-1137.8,11.7
673.7886,-700.31,8.64,1359.64,11.82,-486.53,3.86,272.76,4.68,-1186.84,12.07
674.2886,-735.44,8.89,1412.06,12.24,-503.98,4,272.51,4.68,-1239.42,12.47
674.7886,-773.2,9.16,1468.44,12.69,-522.74,4.15,272.28,4.68,-1295.94,12.9
675.2886,-813.9,9.45,1529.24,13.17,-542.98,4.31,272.07,4.67,-1356.88,13.37
675.7886,-857.9,9.77,1595.02,13.7,-564.88,4.49,271.87,4.67,-1422.78,13.88
676.2886,-905.62,10.12,1666.41,14.27,-588.65,4.68,271.68,4.66,-1494.27,14.44
676.7886,-957.55,10.5,1744.14,14.89,-614.54,4.89,271.52,4.66,-1572.09,15.04
677.2886,-1014.29,10.93,1829.12,15.57,-642.84,5.11,271.38,4.66,-1657.13,15.71
677.7886,-1076.55,11.4,1922.4,16.32,-673.9,5.36,271.25,4.65,-1750.45,16.44
678.2886,-1145.17,11.91,2025.26,17.15,-708.16,5.64,271.15,4.65,-1853.33,17.25
678.7886,-1221.3,12.49,2138.91,18.07,-746.02,5.94,270.74,4.64,-1967.32,18.15
679.2886,-1305.86,13.15,2266.34,19.09,-788.47,6.29,271.08,4.64,-2094.33,19.16
679.7886,-1400.78,13.88,2408.83,20.24,-835.94,6.67,271.1,4.64,-2236.72,20.29
680.2886,-1507.94,14.71,2569.73,21.54,-889.55,7.1,271.16,4.64,-2397.49,21.57
680.7886,-1629.88,15.67,2752.88,23.02,-950.57,7.6,271.27,4.63,-2580.45,23.03
681.2886,-1769.88,16.77,2963.22,24.72,-1020.66,8.16,271.45,4.63,-2790.54,24.72
681.7886,-1932.3,18.05,3207.3,26.7,-1102,8.82,271.7,4.62,-3034.29,26.68
682.2886,-2123,19.57,3493.93,29.02,-1197.52,9.59,272.04,4.62,-3320.51,28.98
682.7886,-2350.09,21.38,3835.32,31.79,-1311.29,10.52,272.49,4.62,-3661.38,31.73
683.2886,-2625.11,23.58,4248.81,35.14,-1449.1,11.64,273.08,4.61,-4074.21,35.07
683.7886,-2965.06,26.32,4759.94,39.29,-1619.45,13.02,273.84,4.61,-4584.51,39.2
684.2886,-3396.03,29.79,5407.94,44.56,-1835.42,14.77,274.82,4.61,-5231.45,44.45
684.7886,-3960.26,34.35,6256.28,51.45,-2118.18,17.07,276.1,4.6,-6078.44,51.32
685.2886,-4730.94,40.6,7414.88,60.87,-2504.36,20.21,277.77,4.6,-7235.3,60.72
685.7886,-5846.82,49.66,9092.12,74.51,-3063.42,24.76,280.01,4.6,-8910.24,74.35
686.2886,-7606.85,63.98,11736.82,96.04,-3944.96,31.93,283.07,4.59,-11551.82,95.85
686.7886,-10795.2,89.94,16525.94,135.03,-5541.31,44.93,287.42,4.59,-16336.51,134.83
687.2886,-18337.53,151.4,27849.3,227.27,-9315.74,75.67,293.95,4.59,-27653.28,227.05
687.38,-20988.44,173,31828,259.68,-10641.97,86.48,295.5,4.59,-31630.41,259.46
687.47,-24458.13,201.28,37035.06,302.11,-12377.65,100.62,297.18,4.59,-36835.78,301.89
687.56,-29282.58,240.61,44274.52,361.11,-14790.8,120.29,299.02,4.59,-44073.38,360.88
687.65,-36447.63,299.01,55025.15,448.72,-18374.34,149.49,301.06,4.59,-54821.97,448.49
687.69,-40882.68,335.16,61679.2,502.95,-20592.36,167.57,302.03,4.59,-61475.04,502.72
687.73,-46536.86,381.25,70162,572.09,-23419.95,190.62,303.05,4.59,-69956.81,571.86
687.77,-53992.88,442.03,81347.64,663.26,-27148.5,221.01,304.12,4.59,-81141.37,663.02
687.81,-64275.25,525.84,96772.88,788.98,-32290.25,262.91,305.24,4.59,-96565.49,788.75
687.85,-79366.79,648.86,119411.98,973.51,-39836.61,324.42,306.43,4.59,-119203.4,973.28
687.89,-103671.15,846.97,155870.39,1270.69,-51989.41,423.48,307.67,4.59,-155660.56,1270.45
687.93,-149330.29,1219.16,224361.07,1828.97,-74819.64,609.58,308.98,4.59,-224149.93,1828.73
687.97,-266540.36,2174.58,400178.24,3262.11,-133425.36,1087.29,310.36,4.59,-399965.71,3261.87
688.01,-1232237.86,10046.35,1848726.69,15069.77,-616274.84,5023.18,311.82,4.59,-1848512.7,15069.53
688.03,1522339.29,12407.26,-2283137.89,18610.64,761013.35,6203.63,312.58,4.59,2283352.65,18610.89
688.07,278528.98,2268.48,-417420.03,3402.48,139107.4,1134.24,314.18,4.59,417636.38,3402.72
688.11,153394.99,1248.47,-229716.51,1872.45,76539.56,624.23,315.87,4.59,229934.56,1872.69
688.15,105894.69,861.27,-158463.36,1291.65,52788.52,430.63,317.66,4.59,158683.21,1291.9
688.19,80886.87,657.42,-120948.76,985.87,40283.65,328.7,319.57,4.59,121170.53,986.12
688.23,65454.06,531.62,-97796.47,797.17,32566.22,265.8,321.61,4.59,98020.28,797.42
688.27,54980.85,446.25,-82083.4,669.1,27328.53,223.11,323.78,4.59,82309.39,669.35
688.31,47407.57,384.51,-70719.97,576.49,23540.73,192.25,326.12,4.59,70948.3,576.75
688.35,41676.34,337.79,-62119.37,506.41,20673.86,168.88,328.62,4.59,62350.21,506.66
688.39,37188.07,301.2,-55382.91,451.52,18428.38,150.59,331.32,4.6,55616.45,451.77
688.43,33578.06,271.77,-49963.52,407.37,16621.92,135.87,334.23,4.6,50199.98,407.63
688.52,27572.71,222.8,-40944.27,333.91,13615.5,111.39,341.7,4.6,41188.21,334.17
688.61,23404.05,188.8,-34677.65,282.91,11526.63,94.38,350.79,4.6,34930.68,283.17
688.71,20051.39,161.45,-29629.56,241.86,9843.94,80.7,363.5,4.61,29895.33,242.13
688.81,17551.02,141.03,-25853.94,211.23,8585.4,70.49,380.22,4.62,26136.43,211.49
688.91,15616.53,125.21,-22917.77,187.48,7606.69,62.57,403.16,4.64,23223.21,187.75
689.01,14078.29,112.59,-20560.26,168.54,6820.85,56.26,436.58,4.67,20899.14,168.81
689.03,13808.13,110.36,-20142.12,165.2,6681.47,55.15,445.19,4.68,20489.61,165.48
689.08,13179.23,105.17,-19160.36,157.41,6354.22,52.55,470.78,4.71,19533.45,157.69
689.13,12610.48,100.45,-18256.8,150.32,6053.04,50.19,504.4,4.76,18663.52,150.6
689.18,12095.94,96.13,-17415.78,143.85,5772.7,48.03,550.54,4.83,17868.64,144.12
689.23,11632.26,92.17,-16619.44,137.91,5507.26,46.05,617.74,4.96,17139.51,138.18
689.28,11220.44,88.53,-15841.25,132.45,5247.86,44.23,724.72,5.2,16468.3,132.71
689.33,10872.75,85.17,-15024.48,127.42,4975.61,42.56,921.53,5.77,15848.36,127.66
689.38,10650.44,82.07,-13968.45,122.84,4623.6,41.03,1403.24,7.61,15274.04,122.98
689.4,10660.87,80.91,-13282.96,121.22,4395.1,40.49,1870.66,9.7,15055.97,121.21
689.41,10727.43,80.36,-12763.25,120.53,4221.87,40.26,2283.69,11.68,14949.29,120.34
689.42,10889.63,79.86,-11961.17,120.06,3954.51,40.1,2980.62,15.14,14844.14,119.48
689.43,11296.11,79.49,-10430.74,120.37,3444.37,40.2,4407.38,22.46,14740.48,118.64
689.435,11752.72,79.49,-8907.08,121.63,2936.48,40.62,5879.76,30.14,14689.2,118.22
689.44,12748.99,80.09,-5765.5,126.26,1889.28,42.16,8970.42,46.4,14638.28,117.8
689.445,16259.19,85.45,4916.78,155.62,-1671.47,51.93,19602.14,102.6,14587.72,117.39
689.453,2982.64,85.76,-34672.36,158.6,11524.91,52.93,-20067.17,107.77,14507.55,116.74
689.455,5265.14,81.32,-27765.16,136.34,9222.51,45.52,-13179.87,71.33,14487.65,116.58
689.46,7286.21,78.57,-21553.43,122.12,7151.93,40.78,-7017.65,38.81,14438.14,116.17
689.465,8015.76,77.74,-19217.27,118.46,6373.21,39.57,-4730.66,26.81,14388.97,115.77
689.47,8380.81,77.27,-17975.63,116.82,5959.33,39.02,-3537.85,20.61,14340.14,115.37
689.48,8725.58,76.59,-16651.36,115.1,5517.91,38.45,-2310.24,14.34,14243.49,114.59
689.49,8871.13,76.01,-15928.69,113.98,5277.02,38.07,-1682.91,11.24,14148.15,113.81
689.5,8935.38,75.48,-15453.8,113.05,5118.72,37.77,-1302.07,9.44,14054.1,113.04
689.52,8958.95,74.45,-14830.08,111.41,4910.81,37.22,-862.68,7.48,13869.77,111.54
689.57,8819.76,72.05,-13927.6,107.72,4609.99,35.99,-400.22,5.74,13429.76,107.96
689.62,8608.71,69.81,-13323.27,104.33,4408.55,34.86,-208.38,5.19,13017.26,104.6
689.67,8385.39,67.7,-12830.8,101.16,4244.4,33.8,-103.41,4.95,12629.78,101.44
689.72,8164.34,65.72,-12399.91,98.18,4100.77,32.81,-37.19,4.83,12265.11,98.47
689.77,7950.32,63.86,-12010.51,95.38,3970.97,31.87,8.38,4.75,11921.29,95.67
689.82,7744.93,62.1,-11652.52,92.73,3851.64,30.99,41.65,4.71,11596.57,93.03
689.87,7548.62,60.43,-11320,90.23,3740.8,30.16,67.01,4.68,11289.42,90.53
689.92,7361.29,58.85,-11009.05,87.86,3637.15,29.37,86.98,4.65,10998.44,88.16
689.97,7182.63,57.36,-10716.86,85.61,3539.76,28.62,103.1,4.64,10722.39,85.91
690.07,6849.65,54.58,-10180.72,81.44,3361.05,27.23,127.55,4.62,10210.71,81.75
690.17,6546.16,52.07,-9699,77.65,3200.48,25.97,145.19,4.6,9746.64,77.97
690.27,6268.74,49.78,-9262.86,74.21,3055.11,24.82,158.52,4.6,9323.85,74.53
690.37,6014.35,47.69,-8865.64,71.06,2922.71,23.77,168.94,4.59,8937.05,71.38
690.87,5006.52,39.43,-7308.92,58.62,2403.82,19.62,198.88,4.58,7410.34,58.96
691.37,4297.2,33.65,-6223.61,49.9,2042.07,16.71,213.06,4.56,6339.27,50.26
691.87,3771.4,29.37,-5422.59,43.45,1775.08,14.56,221.23,4.56,5546.48,43.82
692.37,3366.11,26.09,-4806.71,38.48,1569.81,12.91,226.49,4.55,4935.93,38.87
692.87,3044.19,23.5,-4318.34,34.54,1407.04,11.59,230.11,4.55,4451.23,34.94
693.37,2782.31,21.39,-3921.54,31.33,1274.8,10.53,232.72,4.55,4057.11,31.76
693.87,2565.1,19.65,-3592.75,28.68,1165.22,9.64,234.66,4.54,3730.32,29.12
694.37,2382.03,18.19,-3315.86,26.44,1072.94,8.9,236.14,4.54,3454.97,26.9
694.87,2225.62,16.95,-3079.47,24.53,994.16,8.26,237.29,4.54,3219.78,25.01
695.37,2090.44,15.88,-2875.29,22.89,926.12,7.71,238.19,4.53,3016.56,23.38
695.87,1972.43,14.95,-2697.17,21.45,866.77,7.23,238.89,4.53,2839.2,21.96
696.37,1868.52,14.14,-2540.41,20.19,814.54,6.81,239.45,4.53,2683.05,20.71
696.87,1776.31,13.42,-2401.39,19.06,768.21,6.44,239.88,4.52,2544.52,19.6
697.37,1693.93,12.78,-2277.26,18.06,726.85,6.1,240.22,4.52,2420.79,18.62
697.87,1619.89,12.21,-2165.74,17.17,689.7,5.81,240.49,4.52,2309.59,17.74
698.37,1552.97,11.7,-2065.01,16.36,656.14,5.54,240.68,4.51,2209.11,16.94
698.87,1492.19,11.24,-1973.58,15.62,625.68,5.29,240.83,4.51,2117.87,16.22
699.37,1436.74,10.82,-1890.2,14.95,597.91,5.07,240.92,4.51,2034.65,15.57
699.87,1385.95,10.43,-1813.88,14.34,572.49,4.86,240.98,4.51,1958.43,14.97
700.37,1339.25,10.08,-1743.74,13.77,549.12,4.68,241,4.5,1888.37,14.42
700.87,1296.16,9.76,-1679.06,13.25,527.58,4.5,240.99,4.5,1823.74,13.92
701.37,1256.28,9.47,-1619.24,12.78,507.66,4.34,240.96,4.5,1763.93,13.45
701.87,1219.26,9.2,-1563.73,12.33,489.17,4.2,240.91,4.49,1708.43,13.02
702.37,1184.8,8.95,-1512.1,11.92,471.98,4.06,240.84,4.49,1656.78,12.62
702.87,1152.64,8.71,-1463.95,11.53,455.95,3.93,240.75,4.49,1608.59,12.25
703.37,1122.56,8.5,-1418.94,11.17,440.96,3.81,240.64,4.48,1563.52,11.91
703.87,1094.37,8.3,-1376.78,10.84,426.92,3.7,240.52,4.48,1521.29,11.59
704.37,1067.88,8.11,-1337.19,10.52,413.74,3.59,240.39,4.48,1481.62,11.28
704.87,1042.95,7.93,-1299.96,10.22,401.35,3.49,240.25,4.48,1444.29,11
705.37,1019.44,7.77,-1264.88,9.94,389.67,3.4,240.1,4.47,1409.11,10.74
705.87,997.23,7.62,-1231.76,9.68,378.65,3.31,239.94,4.47,1375.88,10.49
706.37,976.22,7.47,-1200.45,9.43,368.23,3.23,239.77,4.47,1344.45,10.25
706.87,956.32,7.34,-1170.8,9.2,358.36,3.15,239.6,4.46,1314.68,10.03
707.37,937.43,7.21,-1142.69,8.97,349,3.08,239.42,4.46,1286.43,9.82
707.87,919.47,7.09,-1116,8.76,340.12,3.01,239.23,4.46,1259.6,9.62
708.37,902.39,6.97,-1090.62,8.56,331.68,2.94,239.04,4.46,1234.07,9.43
708.87,886.12,6.87,-1066.46,8.37,323.64,2.88,238.84,4.45,1209.76,9.25
709.37,870.6,6.77,-1043.43,8.19,315.98,2.82,238.64,4.45,1186.57,9.09
709.87,855.77,6.67,-1021.46,8.01,308.67,2.76,238.44,4.45,1164.44,8.92
710.37,841.6,6.58,-1000.47,7.85,301.69,2.7,238.23,4.44,1143.29,8.77
710.87,828.04,6.49,-980.4,7.69,295.01,2.65,238.02,4.44,1123.06,8.63
711.37,815.06,6.41,-961.19,7.54,288.62,2.6,237.81,4.44,1103.68,8.49
711.87,802.6,6.33,-942.79,7.39,282.5,2.55,237.59,4.44,1085.1,8.35
712.37,790.65,6.25,-925.15,7.25,276.64,2.51,237.37,4.43,1067.29,8.23
712.87,779.17,6.18,-908.22,7.12,271.01,2.46,237.15,4.43,1050.17,8.11
713.37,768.13,6.11,-891.96,6.99,265.6,2.42,236.93,4.43,1033.73,7.99
713.87,757.51,6.05,-876.33,6.87,260.4,2.38,236.71,4.43,1017.92,7.88
714.37,747.29,5.99,-861.29,6.75,255.4,2.34,236.48,4.42,1002.69,7.77
714.87,737.44,5.93,-846.81,6.64,250.59,2.3,236.25,4.42,988.03,7.67
715.37,727.94,5.87,-832.87,6.53,245.96,2.27,236.02,4.42,973.89,7.57
715.87,718.77,5.82,-819.42,6.43,241.49,2.23,235.8,4.41,960.26,7.48
716.37,709.92,5.76,-806.45,6.32,237.18,2.2,235.56,4.41,947.1,7.39
716.87,701.37,5.71,-793.94,6.23,233.02,2.17,235.33,4.41,934.39,7.3
717.37,693.1,5.67,-781.85,6.13,229,2.13,235.1,4.41,922.1,7.22
717.87,685.1,5.62,-770.16,6.04,225.12,2.1,234.87,4.4,910.22,7.14
718.37,677.36,5.58,-758.87,5.95,221.37,2.08,234.63,4.4,898.73,7.06
718.87,669.87,5.53,-747.93,5.87,217.73,2.05,234.4,4.4,887.6,6.99
719.37,662.6,5.49,-737.35,5.79,214.22,2.02,234.16,4.4,876.82,6.91
719.87,655.56,5.45,-727.11,5.71,210.82,1.99,233.93,4.39,866.37,6.85
720.37,648.73,5.41,-717.18,5.63,207.52,1.97,233.69,4.39,856.24,6.78
720.87,642.1,5.38,-707.55,5.56,204.32,1.94,233.45,4.39,846.42,6.71
721.37,635.66,5.34,-698.21,5.48,201.22,1.92,233.22,4.39,836.88,6.65
721.87,629.4,5.31,-689.15,5.41,198.21,1.9,232.98,4.38,827.62,6.59
722.37,623.33,5.27,-680.36,5.35,195.29,1.87,232.74,4.38,818.62,6.53
722.87,617.42,5.24,-671.82,5.28,192.46,1.85,232.51,4.38,809.87,6.48
723.37,611.67,5.21,-663.52,5.22,189.7,1.83,232.27,4.38,801.37,6.42
723.87,606.08,5.18,-655.45,5.16,187.02,1.81,232.03,4.37,793.1,6.37
724.37,600.63,5.15,-647.61,5.09,184.42,1.79,231.8,4.37,785.05,6.32
724.87,595.33,5.13,-639.98,5.04,181.89,1.77,231.56,4.37,777.21,6.27
725.37,590.16,5.1,-632.55,4.98,179.42,1.75,231.32,4.37,769.58,6.22
725.87,585.13,5.07,-625.32,4.92,177.02,1.73,231.08,4.36,762.15,6.17
726.37,580.22,5.05,-618.28,4.87,174.69,1.72,230.85,4.36,754.91,6.13
726.87,575.43,5.02,-611.43,4.82,172.41,1.7,230.61,4.36,747.84,6.08
727.37,570.76,5,-604.75,4.77,170.19,1.68,230.37,4.36,740.96,6.04
727.87,566.2,4.98,-598.23,4.72,168.03,1.67,230.14,4.35,734.24,6
728.37,561.75,4.95,-591.88,4.67,165.93,1.65,229.9,4.35,727.68,5.96
728.87,557.41,4.93,-585.69,4.62,163.87,1.63,229.67,4.35,721.28,5.92
729.37,553.16,4.91,-579.64,4.57,161.87,1.62,229.43,4.35,715.03,5.88
729.87,549.01,4.89,-573.74,4.53,159.91,1.6,229.2,4.34,708.92,5.85
730.37,544.96,4.87,-567.99,4.49,158,1.59,228.96,4.34,702.96,5.81
730.87,540.99,4.85,-562.36,4.44,156.13,1.58,228.73,4.34,697.13,5.78
731.37,537.12,4.83,-556.87,4.4,154.31,1.56,228.49,4.34,691.43,5.74
731.87,533.32,4.82,-551.5,4.36,152.53,1.55,228.26,4.33,685.86,5.71
732.37,529.61,4.8,-546.26,4.32,150.79,1.54,228.03,4.33,680.4,5.68
732.87,525.98,4.78,-541.13,4.28,149.09,1.52,227.79,4.33,675.07,5.64
733.37,522.42,4.76,-536.12,4.24,147.43,1.51,227.56,4.33,669.85,5.61
733.87,518.94,4.75,-531.21,4.21,145.8,1.5,227.33,4.33,664.74,5.58
734.37,515.52,4.73,-526.42,4.17,144.21,1.49,227.1,4.32,659.74,5.55
734.87,512.18,4.72,-521.72,4.13,142.66,1.47,226.86,4.32,654.84,5.53
735.37,508.9,4.7,-517.13,4.1,141.14,1.46,226.63,4.32,650.04,5.5
735.87,505.69,4.69,-512.63,4.07,139.64,1.45,226.4,4.32,645.34,5.47
736.37,502.54,4.67,-508.23,4.03,138.18,1.44,226.17,4.31,640.73,5.45
736.87,499.45,4.66,-503.91,4,136.76,1.43,225.94,4.31,636.21,5.42
737.37,496.42,4.64,-499.69,3.97,135.36,1.42,225.71,4.31,631.78,5.39
737.87,493.45,4.63,-495.55,3.94,133.98,1.41,225.48,4.31,627.44,5.37
738.37,490.53,4.62,-491.5,3.91,132.64,1.4,225.26,4.31,623.17,5.35
738.87,487.67,4.6,-487.52,3.88,131.32,1.39,225.03,4.3,618.99,5.32
739.37,484.86,4.59,-483.62,3.85,130.03,1.38,224.8,4.3,614.89,5.3
739.87,482.1,4.58,-479.8,3.82,128.76,1.37,224.57,4.3,610.87,5.28
740.37,479.39,4.57,-476.05,3.79,127.52,1.36,224.35,4.3,606.91,5.26
740.87,476.73,4.56,-472.38,3.76,126.3,1.35,224.12,4.29,603.03,5.23
741.37,474.11,4.54,-468.77,3.74,125.11,1.34,223.9,4.29,599.22,5.21
741.87,471.54,4.53,-465.23,3.71,123.94,1.34,223.67,4.29,595.48,5.19
742.37,469.02,4.52,-461.76,3.68,122.78,1.33,223.45,4.29,591.8,5.17
742.87,466.53,4.51,-458.35,3.66,121.66,1.32,223.22,4.29,588.19,5.15
743.37,464.09,4.5,-455,3.63,120.55,1.31,223,4.28,584.64,5.13
743.87,461.69,4.49,-451.71,3.61,119.46,1.3,222.78,4.28,581.15,5.12
744.37,459.33,4.48,-448.49,3.58,118.39,1.29,222.56,4.28,577.72,5.1
744.87,457.01,4.47,-445.32,3.56,117.34,1.29,222.34,4.28,574.35,5.08
745.37,454.73,4.46,-442.2,3.54,116.31,1.28,222.11,4.28,571.03,5.06
745.87,452.48,4.45,-439.14,3.51,115.29,1.27,221.89,4.27,567.77,5.04
746.37,450.27,4.44,-436.13,3.49,114.3,1.26,221.67,4.27,564.56,5.03
746.87,448.09,4.43,-433.18,3.47,113.32,1.26,221.45,4.27,561.41,5.01
747.37,445.95,4.42,-430.27,3.45,112.36,1.25,221.23,4.27,558.3,4.99
747.87,443.83,4.42,-427.42,3.43,111.41,1.24,221.02,4.26,555.24,4.98
748.37,441.76,4.41,-424.61,3.41,110.48,1.24,220.8,4.26,552.24,4.96
748.87,439.71,4.4,-421.85,3.39,109.56,1.23,220.58,4.26,549.28,4.95
749.37,437.69,4.39,-419.14,3.36,108.67,1.22,220.36,4.26,546.36,4.93
749.87,435.71,4.38,-416.47,3.34,107.78,1.22,220.15,4.26,543.49,4.92
750.37,433.75,4.37,-413.84,3.33,106.91,1.21,219.93,4.25,540.66,4.9
750.87,431.82,4.37,-411.25,3.31,106.05,1.2,219.72,4.25,537.88,4.89
751.37,429.93,4.36,-408.71,3.29,105.21,1.2,219.5,4.25,535.14,4.87
751.87,428.05,4.35,-406.21,3.27,104.38,1.19,219.29,4.25,532.43,4.86
752.37,426.21,4.34,-403.74,3.25,103.57,1.19,219.07,4.25,529.77,4.85
